"日期","天气状况","气温","风力风向","地区"
"2015年11月12日","霾/小雨","11℃/6℃","东风≤3级/北风≤3级","ZD111"
"2015年11月13日","小雨/雾","9℃/6℃","北风≤3级/北风≤3级","ZD111"
"2015年11月14日","雾/雾","13℃/7℃","南风≤3级/南风≤3级","ZD111"
"2015年11月15日","多云/小雨","14℃/7℃","南风≤3级/北风≤3级","ZD111"
"2015年11月16日","雾/雾","11℃/5℃","北风≤3级/东北风≤3级","ZD111"
"2015年11月17日","多云/小雨","11℃/5℃","东北风3-4级/东北风≤3级","ZD111"
"2015年11月18日","多云/多云","10℃/4℃","东北风≤3级/北风≤3级","ZD111"
"2015年11月19日","多云/阴","10℃/6℃","东风≤3级/东风≤3级","ZD111"
"2015年11月20日","阴/小雨","11℃/7℃","东风≤3级/东北风≤3级","ZD111"
"2015年11月21日","小雨/小雨","9℃/5℃","东北风≤3级/东北风3-4级","ZD111"
"2015年11月22日","小雨/小雨","6℃/1℃","东北风3-4级/东北风4-5级","ZD111"
"2015年11月23日","雨夹雪/大雪","3℃/-2℃","东北风4-5级/东北风4-5级","ZD111"
"2015年11月24日","中雪/小雪","-1℃/-6℃","北风3-4级/北风≤3级","ZD111"
"2015年11月25日","中雪/多云","-2℃/-10℃","北风≤3级/北风3-4级","ZD111"
"2015年11月26日","晴/晴","-2℃/-9℃","北风3-4级/北风≤3级","ZD111"
"2015年11月27日","晴/晴","3℃/-3℃","南风≤3级/南风≤3级","ZD111"
"2015年11月28日","多云/晴","6℃/-2℃","南风≤3级/南风≤3级","ZD111"
"2015年11月29日","晴/霾","7℃/-1℃","南风≤3级/北风≤3级","ZD111"
"2015年11月30日","雾/雾","6℃/2℃","南风≤3级/南风≤3级","ZD111"
"2015年12月01日","小雨/阴","7℃/1℃","南风≤3级/南风3-4级","ZD111"
"2015年12月02日","多云/晴","7℃/-3℃","西北风3-4级/西北风3-4级","ZD111"
"2015年12月03日","晴/晴","5℃/-2℃","西北风3-4级/北风≤3级","ZD111"
"2015年12月04日","晴/晴","6℃/-1℃","南风≤3级/南风≤3级","ZD111"
"2015年12月05日","晴/多云","7℃/-1℃","北风≤3级/南风≤3级","ZD111"
"2015年12月06日","多云/多云","7℃/0℃","南风≤3级/东南风≤3级","ZD111"
"2015年12月07日","阴/多云","7℃/2℃","东南风≤3级/南风≤3级","ZD111"
"2015年12月08日","多云/多云","11℃/5℃","南风≤3级/南风≤3级","ZD111"
"2015年12月09日","多云/霾","11℃/4℃","南风≤3级/北风≤3级","ZD111"
"2015年12月10日","霾/晴","9℃/0℃","北风3-4级/北风3-4级","ZD111"
"2015年12月11日","晴/晴","6℃/-1℃","北风3-4级/北风≤3级","ZD111"
"2015年12月12日","晴/晴","6℃/-1℃","东北风≤3级/北风≤3级","ZD111"
"2015年12月13日","多云/阴","7℃/-1℃","北风≤3级/南风≤3级","ZD111"
"2015年12月14日","霾/霾","7℃/-1℃","南风≤3级/北风≤3级","ZD111"
"2015年12月15日","多云/晴","5℃/-4℃","北风≤3级/北风3-4级","ZD111"
"2015年12月16日","晴/晴","3℃/-5℃","北风3-4级/北风≤3级","ZD111"
"2015年12月17日","晴/晴","4℃/-3℃","南风≤3级/南风≤3级","ZD111"
"2015年12月18日","晴/晴","7℃/-2℃","南风≤3级/北风≤3级","ZD111"
"2015年12月19日","多云/霾","5℃/0℃","北风≤3级/南风≤3级","ZD111"
"2015年12月20日","霾/霾","6℃/0℃","南风≤3级/南风≤3级","ZD111"
"2015年12月21日","霾/霾","9℃/0℃","南风≤3级/南风≤3级","ZD111"
"2015年12月22日","霾/雾","8℃/1℃","南风≤3级/东北风≤3级","ZD111"
"2015年12月23日","雾/雾","8℃/0℃","东北风≤3级/北风≤3级","ZD111"
"2015年12月24日","雾/雾","7℃/-1℃","北风≤3级/北风≤3级","ZD111"
"2015年12月25日","雾/霾","7℃/0℃","南风≤3级/南风3-4级","ZD111"
"2015年12月26日","晴/多云","8℃/-3℃","北风≤3级/北风3-4级","ZD111"
"2015年12月27日","多云/多云","2℃/-4℃","北风3-4级/东北风≤3级","ZD111"
"2015年12月28日","晴/晴","5℃/-1℃","南风≤3级/南风≤3级","ZD111"
"2015年12月29日","晴/晴","8℃/-1℃","南风3-4级/南风≤3级","ZD111"
"2015年12月30日","霾/霾","6℃/-3℃","北风≤3级/南风≤3级","ZD111"
"2015年12月31日","霾/晴","8℃/3℃","南风≤3级/南风3-4级","ZD111"
"2016年01月01日","晴/晴","10℃/4℃","南风3-4级/南风3-4级","ZD111"
"2016年01月02日","晴/霾","13℃/3℃","南风≤3级/南风≤3级","ZD111"
"2016年01月03日","霾/雾","10℃/0℃","北风≤3级/北风3-4级","ZD111"
"2016年01月04日","霾/霾","5℃/-2℃","北风3-4级/北风3-4级","ZD111"
"2016年01月05日","多云/小雪","4℃/-2℃","北风≤3级/北风≤3级","ZD111"
"2016年01月06日","小雪/雾","2℃/-5℃","北风≤3级/东北风≤3级","ZD111"
"2016年01月07日","晴/晴","2℃/-6℃","北风≤3级/南风≤3级","ZD111"
"2016年01月08日","晴/霾","4℃/-5℃","南风≤3级/南风≤3级","ZD111"
"2016年01月09日","霾/霾","6℃/-4℃","南风≤3级/南风≤3级","ZD111"
"2016年01月10日","霾/霾","6℃/-4℃","北风≤3级/北风3-4级","ZD111"
"2016年01月11日","多云/多云","0℃/-7℃","北风3-4级/东北风≤3级","ZD111"
"2016年01月12日","晴/晴","1℃/-7℃","东北风≤3级/南风≤3级","ZD111"
"2016年01月13日","晴/晴","3℃/-4℃","南风≤3级/南风≤3级","ZD111"
"2016年01月14日","晴/晴","6℃/-3℃","南风≤3级/南风≤3级","ZD111"
"2016年01月15日","晴/晴","7℃/-3℃","南风≤3级/南风≤3级","ZD111"
"2016年01月16日","霾/霾","6℃/-4℃","南风≤3级/北风≤3级","ZD111"
"2016年01月17日","小雪/多云","0℃/-8℃","北风3-4级/北风≤3级","ZD111"
"2016年01月18日","晴/晴","-2℃/-8℃","北风≤3级/北风≤3级","ZD111"
"2016年01月19日","晴/晴","0℃/-7℃","北风≤3级/南风≤3级","ZD111"
"2016年01月20日","多云/多云","2℃/-5℃","东风≤3级/南风≤3级","ZD111"
"2016年01月21日","阴/阴","3℃/-8℃","南风≤3级/北风≤3级","ZD111"
"2016年01月22日","中雪/阵雪","-3℃/-15℃","北风4-5级/北风3-4级","ZD111"
"2016年01月23日","多云/晴","-9℃/-16℃","北风3-4级/北风3-4级","ZD111"
"2016年01月24日","晴/晴","-5℃/-12℃","北风3-4级/南风≤3级","ZD111"
"2016年01月25日","晴/晴","2℃/-6℃","南风≤3级/南风3-4级","ZD111"
"2016年01月26日","晴/晴","3℃/-7℃","北风≤3级/南风≤3级","ZD111"
"2016年01月27日","晴/晴","5℃/-3℃","南风≤3级/南风≤3级","ZD111"
"2016年01月28日","多云/阴","7℃/-2℃","北风≤3级/东北风≤3级","ZD111"
"2016年01月29日","阴/多云","3℃/-4℃","东北风≤3级/东北风3-4级","ZD111"
"2016年01月30日","阴/阴","0℃/-6℃","东北风3-4级/北风≤3级","ZD111"
"2016年01月31日","多云/晴","1℃/-8℃","北风≤3级/北风≤3级","ZD111"
"2016年02月01日","晴/晴","3℃/-5℃","南风≤3级/南风≤3级","ZD111"
"2016年02月02日","晴/晴","6℃/-3℃","南风≤3级/南风≤3级","ZD111"
"2016年02月03日","晴/多云","8℃/-1℃","南风≤3级/南风≤3级","ZD111"
"2016年02月04日","多云/多云","5℃/-4℃","北风≤3级/南风≤3级","ZD111"
"2016年02月05日","多云/晴","4℃/-5℃","北风3-4级/北风≤3级","ZD111"
"2016年02月06日","晴/晴","5℃/-2℃","北风≤3级/南风≤3级","ZD111"
"2016年02月07日","晴/晴","8℃/1℃","南风≤3级/南风3-4级","ZD111"
"2016年02月08日","晴/晴","13℃/3℃","南风3-4级/南风≤3级","ZD111"
"2016年02月09日","晴/晴","15℃/5℃","南风≤3级/南风≤3级","ZD111"
"2016年02月10日","晴/多云","16℃/7℃","南风≤3级/南风≤3级","ZD111"
"2016年02月11日","多云/阴","14℃/7℃","北风≤3级/东北风≤3级","ZD111"
"2016年02月12日","小雨/中到大雨","10℃/-3℃","东北风3-4级/东北风3-4级","ZD111"
"2016年02月13日","大雪/阴","0℃/-8℃","东北风5-6级/北风3-4级","ZD111"
"2016年02月14日","晴/晴","0℃/-7℃","北风3-4级/西北风≤3级","ZD111"
"2016年02月15日","晴/晴","3℃/-3℃","西北风≤3级/西南风≤3级","ZD111"
"2016年02月16日","晴/晴","8℃/0℃","西南风≤3级/南风≤3级","ZD111"
"2016年02月17日","晴/晴","12℃/4℃","南风≤3级/南风3-4级","ZD111"
"2016年02月18日","晴/多云","11℃/3℃","北风≤3级/南风≤3级","ZD111"
"2016年02月19日","晴/晴","11℃/-3℃","北风3-4级/北风3-4级","ZD111"
"2016年02月20日","晴/晴","5℃/-2℃","北风3-4级/南风≤3级","ZD111"
"2016年02月21日","晴/阴","10℃/2℃","南风3-4级/南风3-4级","ZD111"
"2016年02月22日","多云/晴","10℃/-2℃","南风≤3级/北风3-4级","ZD111"
"2016年02月23日","多云/多云","5℃/-3℃","北风3-4级/南风≤3级","ZD111"
"2016年02月24日","多云/晴","8℃/-1℃","南风≤3级/南风≤3级","ZD111"
"2016年02月25日","晴/多云","9℃/0℃","南风≤3级/北风≤3级","ZD111"
"2016年02月26日","晴/晴","12℃/2℃","南风≤3级/南风3-4级","ZD111"
"2016年02月27日","晴/阴","10℃/2℃","北风3-4级/北风3-4级","ZD111"
"2016年02月28日","多云/晴","7℃/-3℃","北风3-4级/北风≤3级","ZD111"
"2016年02月29日","晴/晴","7℃/-1℃","北风≤3级/南风3-4级","ZD111"
"2016年03月01日","晴/晴","13℃/7℃","南风3-4级/南风3-4级","ZD111"
"2016年03月02日","晴/晴","18℃/12℃","南风3-4级/南风3-4级","ZD111"
"2016年03月03日","晴/晴","22℃/15℃","南风3-4级/南风3-4级","ZD111"
"2016年03月04日","晴/小雨","23℃/8℃","南风3-4级/北风3-4级","ZD111"
"2016年03月05日","多云/多云","14℃/5℃","北风3-4级/南风≤3级","ZD111"
"2016年03月06日","多云/多云","17℃/8℃","南风3-4级/南风3-4级","ZD111"
"2016年03月07日","多云/多云","15℃/1℃","东北风3-4级/北风3-4级","ZD111"
"2016年03月08日","多云/多云","7℃/-2℃","东北风4-5级/北风≤3级","ZD111"
"2016年03月09日","阴/晴","4℃/-3℃","北风3-4级/北风≤3级","ZD111"
"2016年03月10日","晴/晴","7℃/-1℃","北风≤3级/南风≤3级","ZD111"
"2016年03月11日","晴/多云","10℃/3℃","南风≤3级/南风3-4级","ZD111"
"2016年03月12日","多云/阴","12℃/4℃","南风3-4级/南风3-4级","ZD111"
"2016年03月13日","晴/晴","12℃/0℃","北风3-4级/北风≤3级","ZD111"
"2016年03月14日","晴/晴","15℃/8℃","南风≤3级/南风3-4级","ZD111"
"2016年03月15日","晴/多云","15℃/6℃","南风3-4级/南风3-4级","ZD111"
"2016年03月16日","晴/多云","18℃/10℃","南风3-4级/南风3-4级","ZD111"
"2016年03月17日","多云/晴","20℃/12℃","南风3-4级/南风≤3级","ZD111"
"2016年03月18日","晴/晴","23℃/10℃","南风≤3级/东北风≤3级","ZD111"
"2016年03月19日","晴/多云","21℃/8℃","东北风3-4级/北风≤3级","ZD111"
"2016年03月20日","晴/多云","19℃/7℃","北风≤3级/东北风≤3级","ZD111"
"2016年03月21日","晴/多云","19℃/10℃","南风≤3级/南风≤3级","ZD111"
"2016年03月22日","多云/多云","19℃/7℃","南风≤3级/北风3-4级","ZD111"
"2016年03月23日","晴/多云","13℃/1℃","北风3-4级/南风≤3级","ZD111"
"2016年03月24日","多云/晴","14℃/2℃","北风≤3级/北风≤3级","ZD111"
"2016年03月25日","多云/多云","15℃/3℃","北风≤3级/北风≤3级","ZD111"
"2016年03月26日","晴/晴","17℃/6℃","北风≤3级/南风≤3级","ZD111"
"2016年03月27日","晴/晴","20℃/13℃","南风3-4级/南风3-4级","ZD111"
"2016年03月28日","晴/多云","22℃/12℃","南风4-5级/南风3-4级","ZD111"
"2015年01月01日","晴/晴","3℃/-7℃","南风≤3级/南风≤3级","ZD325"
"2015年01月02日","晴/晴","7℃/-5℃","北风≤3级/南风3-4级","ZD325"
"2015年01月03日","晴/晴","10℃/-2℃","南风3-4级/南风3-4级","ZD325"
"2015年01月04日","多云/小雨","13℃/2℃","南风≤3级/南风3-4级","ZD325"
"2015年01月05日","小雨/多云","7℃/-5℃","北风4-5级/北风4-5级","ZD325"
"2015年01月06日","多云/多云","2℃/-5℃","北风3-4级/北风≤3级","ZD325"
"2015年01月07日","多云/晴","5℃/-6℃","南风≤3级/南风≤3级","ZD325"
"2015年01月08日","晴/晴","9℃/-6℃","南风≤3级/南风≤3级","ZD325"
"2015年01月09日","晴/晴","7℃/-6℃","北风≤3级/北风≤3级","ZD325"
"2015年01月10日","晴/晴","12℃/-4℃","南风≤3级/南风≤3级","ZD325"
"2015年01月11日","晴/晴","7℃/-6℃","北风≤3级/南风3-4级","ZD325"
"2015年01月12日","晴/晴","7℃/-5℃","南风≤3级/南风≤3级","ZD325"
"2015年01月13日","多云/多云","7℃/-3℃","南风≤3级/南风≤3级","ZD325"
"2015年01月14日","多云/多云","9℃/-2℃","南风≤3级/南风≤3级","ZD325"
"2015年01月15日","多云/多云","8℃/-2℃","南风≤3级/北风≤3级","ZD325"
"2015年01月16日","晴/晴","6℃/-8℃","北风3-4级/北风3-4级","ZD325"
"2015年01月17日","晴/多云","6℃/-3℃","北风3-4级/南风≤3级","ZD325"
"2015年01月18日","多云/晴","10℃/-6℃","南风3-4级/北风3-4级","ZD325"
"2015年01月19日","晴/晴","9℃/-1℃","南风≤3级/南风≤3级","ZD325"
"2015年01月20日","阴/雨夹雪","9℃/-2℃","南风≤3级/南风≤3级","ZD325"
"2015年01月21日","小雪/晴","1℃/-8℃","东北风3-4级/北风3-4级","ZD325"
"2015年01月22日","晴/晴","5℃/-6℃","南风≤3级/南风≤3级","ZD325"
"2015年01月23日","晴/多云","11℃/-3℃","南风≤3级/南风≤3级","ZD325"
"2015年01月24日","小雨/雨夹雪","8℃/-1℃","东北风≤3级/北风≤3级","ZD325"
"2015年01月25日","多云/阴","4℃/-4℃","北风≤3级/北风≤3级","ZD325"
"2015年01月26日","多云/多云","5℃/-5℃","北风3-4级/北风3-4级","ZD325"
"2015年01月27日","晴/晴","2℃/-9℃","北风≤3级/北风≤3级","ZD325"
"2015年01月28日","晴/阴","2℃/-5℃","北风≤3级/南风≤3级","ZD325"
"2015年01月29日","多云/多云","2℃/-6℃","北风≤3级/北风3-4级","ZD325"
"2015年01月30日","晴/晴","2℃/-8℃","北风3-4级/北风≤3级","ZD325"
"2015年01月31日","晴/晴","3℃/-7℃","南风≤3级/南风≤3级","ZD325"
"2015年02月01日","多云/多云","5℃/-6℃","南风≤3级/南风≤3级","ZD325"
"2015年02月02日","多云/多云","6℃/-4℃","南风≤3级/南风≤3级","ZD325"
"2015年02月03日","多云/多云","6℃/-4℃","南风≤3级/北风≤3级","ZD325"
"2015年02月04日","晴/晴","4℃/-6℃","北风≤3级/北风3-4级","ZD325"
"2015年02月05日","晴/晴","4℃/-5℃","北风≤3级/北风≤3级","ZD325"
"2015年02月06日","晴/多云","8℃/-4℃","南风≤3级/南风≤3级","ZD325"
"2015年02月07日","多云/晴","4℃/-9℃","北风3-4级/北风≤3级","ZD325"
"2015年02月08日","晴/晴","2℃/-7℃","北风≤3级/南风3-4级","ZD325"
"2015年02月09日","晴/晴","7℃/-3℃","南风3-4级/西南风3-4级","ZD325"
"2015年02月10日","晴/晴","12℃/-1℃","西南风3-4级/南风≤3级","ZD325"
"2015年02月11日","晴/晴","9℃/-5℃","北风≤3级/北风≤3级","ZD325"
"2015年02月12日","晴/多云","7℃/-5℃","南风≤3级/南风≤3级","ZD325"
"2015年02月13日","晴/晴","12℃/4℃","南风≤3级/南风3-4级","ZD325"
"2015年02月14日","多云/小雨","18℃/6℃","南风3-4级/南风3-4级","ZD325"
"2015年02月15日","小雨/阴","9℃/3℃","南风3-4级/北风≤3级","ZD325"
"2015年02月16日","晴/晴","11℃/-2℃","北风≤3级/北风3-4级","ZD325"
"2015年02月17日","晴/晴","11℃/-4℃","北风3-4级/北风≤3级","ZD325"
"2015年02月18日","晴/晴","10℃/-6℃","北风≤3级/北风≤3级","ZD325"
"2015年02月19日","多云/多云","10℃/2℃","南风≤3级/南风≤3级","ZD325"
"2015年02月20日","小雨/小雨","7℃/2℃","南风≤3级/南风≤3级","ZD325"
"2015年02月21日","多云/多云","10℃/-6℃","北风≤3级/北风3-4级","ZD325"
"2015年02月22日","多云/晴","7℃/-6℃","北风3-4级/北风≤3级","ZD325"
"2015年02月23日","晴/晴","8℃/-4℃","北风≤3级/南风3-4级","ZD325"
"2015年02月24日","多云/阴","13℃/3℃","南风3-4级/南风3-4级","ZD325"
"2015年02月25日","多云/晴","10℃/-5℃","北风3-4级/北风3-4级","ZD325"
"2015年02月26日","晴/晴","7℃/-4℃","北风3-4级/东北风≤3级","ZD325"
"2015年02月27日","多云/多云","7℃/-1℃","东北风≤3级/东北风≤3级","ZD325"
"2015年02月28日","雨夹雪/晴","6℃/-3℃","东北风≤3级/北风≤3级","ZD325"
"2015年03月01日","晴/晴","11℃/2℃","北风≤3级/南风3-4级","ZD325"
"2015年03月02日","晴/多云","16℃/-3℃","南风3-4级/南风3-4级","ZD325"
"2015年03月03日","多云/晴","4℃/-7℃","北风4-5级/北风3-4级","ZD325"
"2015年03月04日","晴/晴","6℃/-5℃","北风≤3级/南风≤3级","ZD325"
"2015年03月05日","晴/晴","9℃/-1℃","南风≤3级/南风≤3级","ZD325"
"2015年03月06日","晴/晴","12℃/3℃","南风≤3级/南风3-4级","ZD325"
"2015年03月07日","晴/晴","16℃/5℃","南风3-4级/南风3-4级","ZD325"
"2015年03月08日","多云/多云","13℃/-2℃","南风3-4级/北风4-5级","ZD325"
"2015年03月09日","晴/晴","6℃/-7℃","北风3-4级/北风3-4级","ZD325"
"2015年03月10日","晴/晴","8℃/-3℃","南风3-4级/南风3-4级","ZD325"
"2015年03月11日","晴/晴","12℃/-1℃","北风≤3级/南风≤3级","ZD325"
"2015年03月12日","晴/晴","16℃/0℃","南风≤3级/北风≤3级","ZD325"
"2015年03月13日","晴/晴","15℃/0℃","北风≤3级/南风3-4级","ZD325"
"2015年03月14日","晴/多云","17℃/4℃","南风3-4级/南风3-4级","ZD325"
"2015年03月15日","多云/晴","19℃/8℃","南风3-4级/南风3-4级","ZD325"
"2015年03月16日","晴/多云","23℃/7℃","南风3-4级/南风3-4级","ZD325"
"2015年03月17日","小雨/阴","14℃/5℃","北风3-4级/北风3-4级","ZD325"
"2015年03月18日","多云/多云","13℃/3℃","北风≤3级/北风≤3级","ZD325"
"2015年03月19日","多云/多云","18℃/6℃","南风≤3级/南风≤3级","ZD325"
"2015年03月20日","多云/多云","22℃/8℃","南风≤3级/南风≤3级","ZD325"
"2015年03月21日","多云/晴","19℃/3℃","北风≤3级/南风3-4级","ZD325"
"2015年03月22日","多云/晴","10℃/0℃","北风3-4级/北风3-4级","ZD325"
"2015年03月23日","晴/晴","16℃/3℃","北风≤3级/南风≤3级","ZD325"
"2015年03月24日","晴/晴","19℃/6℃","南风≤3级/南风3-4级","ZD325"
"2015年03月25日","多云/多云","21℃/7℃","南风3-4级/南风3-4级","ZD325"
"2015年03月26日","晴/晴","21℃/6℃","南风3-4级/南风3-4级","ZD325"
"2015年03月27日","晴/晴","21℃/10℃","南风3-4级/南风3-4级","ZD325"
"2015年03月28日","多云/多云","24℃/8℃","南风≤3级/北风3-4级","ZD325"
"2015年03月29日","晴/晴","24℃/13℃","南风3-4级/南风3-4级","ZD325"
"2015年03月30日","多云/多云","27℃/7℃","南风3-4级/南风3-4级","ZD325"
"2015年03月31日","小雨/小雨","21℃/6℃","北风3-4级/东风3-4级","ZD325"
"2015年04月01日","小雨/中雨","12℃/5℃","北风≤3级/北风3-4级","ZD325"
"2015年04月02日","中雨/阴","9℃/4℃","北风3-4级/北风≤3级","ZD325"
"2015年04月03日","晴/多云","15℃/3℃","南风≤3级/南风≤3级","ZD325"
"2015年04月04日","阴/多云","16℃/4℃","南风≤3级/南风≤3级","ZD325"
"2015年04月05日","晴/多云","17℃/4℃","北风≤3级/北风3-4级","ZD325"
"2015年04月06日","晴/晴","11℃/-1℃","北风3-4级/北风≤3级","ZD325"
"2015年04月07日","晴/晴","12℃/1℃","北风3-4级/南风3-4级","ZD325"
"2015年04月08日","晴/晴","17℃/5℃","南风3-4级/南风≤3级","ZD325"
"2015年04月09日","多云/多云","17℃/6℃","南风3-4级/南风3-4级","ZD325"
"2015年04月10日","晴/晴","21℃/9℃","南风≤3级/南风≤3级","ZD325"
"2015年04月11日","晴/雷阵雨","23℃/2℃","南风3-4级/南风4-5级","ZD325"
"2015年04月12日","雷阵雨/阵雨","15℃/2℃","北风4-5级/北风3-4级","ZD325"
"2015年04月13日","阵雨/晴","12℃/2℃","北风3-4级/北风3-4级","ZD325"
"2015年04月14日","晴/晴","21℃/9℃","南风3-4级/南风3-4级","ZD325"
"2015年04月15日","多云/多云","27℃/11℃","南风4-5级/西南风4-5级","ZD325"
"2015年04月16日","晴/晴","22℃/8℃","北风3-4级/南风3-4级","ZD325"
"2015年04月17日","多云/多云","25℃/12℃","南风3-4级/南风3-4级","ZD325"
"2015年04月18日","小雨/小雨","23℃/10℃","北风3-4级/北风3-4级","ZD325"
"2015年04月19日","小雨/多云","11℃/5℃","东北风3-4级/东北风≤3级","ZD325"
"2015年04月20日","晴/晴","20℃/6℃","南风≤3级/南风3-4级","ZD325"
"2015年04月21日","晴/多云","23℃/9℃","南风3-4级/南风3-4级","ZD325"
"2015年04月22日","晴/晴","24℃/13℃","南风3-4级/南风3-4级","ZD325"
"2015年04月23日","晴/晴","30℃/12℃","南风3-4级/南风3-4级","ZD325"
"2015年04月24日","晴/晴","27℃/14℃","南风3-4级/南风3-4级","ZD325"
"2015年04月25日","晴/晴","31℃/17℃","南风3-4级/南风3-4级","ZD325"
"2015年04月26日","晴/晴","30℃/18℃","南风3-4级/南风3-4级","ZD325"
"2015年04月27日","多云/雷阵雨","30℃/15℃","南风3-4级/南风3-4级","ZD325"
"2015年04月28日","雷阵雨/阴","25℃/11℃","北风3-4级/东北风≤3级","ZD325"
"2015年04月29日","晴/晴","25℃/13℃","南风≤3级/南风3-4级","ZD325"
"2015年04月30日","晴/晴","29℃/16℃","南风3-4级/南风3-4级","ZD325"
"2015年05月01日","多云/小雨","30℃/16℃","南风3-4级/南风3-4级","ZD325"
"2015年05月02日","多云/多云","24℃/13℃","北风3-4级/北风3-4级","ZD325"
"2015年05月03日","多云/多云","24℃/12℃","北风≤3级/北风≤3级","ZD325"
"2015年05月04日","晴/晴","23℃/12℃","北风≤3级/南风3-4级","ZD325"
"2015年05月05日","多云/雷阵雨","29℃/15℃","南风3-4级/南风3-4级","ZD325"
"2015年05月06日","雷阵雨/雷阵雨","24℃/13℃","南风3-4级/南风≤3级","ZD325"
"2015年05月07日","阴/多云","24℃/13℃","北风3-4级/南风3-4级","ZD325"
"2015年05月08日","多云/多云","26℃/14℃","南风3-4级/南风3-4级","ZD325"
"2015年05月09日","阴/多云","23℃/11℃","南风3-4级/南风3-4级","ZD325"
"2015年05月10日","多云/中雨","24℃/11℃","南风3-4级/南风3-4级","ZD325"
"2015年05月11日","雷阵雨/多云","18℃/10℃","北风3-4级/西南风3-4级","ZD325"
"2015年05月12日","晴/晴","26℃/16℃","西南风3-4级/西南风3-4级","ZD325"
"2015年05月13日","晴/多云","32℃/19℃","南风3-4级/南风3-4级","ZD325"
"2015年05月14日","多云/多云","25℃/15℃","北风3-4级/北风3-4级","ZD325"
"2015年05月15日","多云/晴","24℃/10℃","北风3-4级/北风3-4级","ZD325"
"2015年05月16日","晴/晴","27℃/18℃","南风3-4级/南风3-4级","ZD325"
"2015年05月17日","多云/多云","31℃/20℃","南风4-5级/南风3-4级","ZD325"
"2015年05月18日","阴/晴","30℃/14℃","北风≤3级/北风≤3级","ZD325"
"2015年05月19日","多云/多云","27℃/13℃","北风≤3级/北风3-4级","ZD325"
"2015年05月20日","晴/晴","27℃/14℃","北风3-4级/南风≤3级","ZD325"
"2015年05月21日","多云/多云","26℃/17℃","南风≤3级/南风3-4级","ZD325"
"2015年05月22日","多云/多云","29℃/15℃","南风3-4级/南风3-4级","ZD325"
"2015年05月23日","晴/晴","31℃/15℃","南风3-4级/南风3-4级","ZD325"
"2015年05月24日","晴/晴","31℃/18℃","南风3-4级/南风3-4级","ZD325"
"2015年05月25日","晴/晴","33℃/19℃","南风3-4级/南风≤3级","ZD325"
"2015年05月26日","晴/多云","33℃/19℃","南风≤3级/南风≤3级","ZD325"
"2015年05月27日","多云/晴","31℃/15℃","南风≤3级/南风3-4级","ZD325"
"2015年05月28日","多云/多云","30℃/17℃","南风≤3级/南风≤3级","ZD325"
"2015年05月29日","雷阵雨/阴","28℃/18℃","北风≤3级/北风≤3级","ZD325"
"2015年05月30日","多云/晴","30℃/20℃","南风≤3级/南风3-4级","ZD325"
"2015年05月31日","晴/晴","33℃/20℃","南风3-4级/南风3-4级","ZD325"
"2015年06月01日","多云/多云","33℃/23℃","南风3-4级/南风3-4级","ZD325"
"2015年06月02日","多云/晴","32℃/17℃","南风3-4级/北风3-4级","ZD325"
"2015年06月03日","晴/多云","31℃/18℃","北风3-4级/南风3-4级","ZD325"
"2015年06月04日","多云/多云","28℃/16℃","南风3-4级/南风3-4级","ZD325"
"2015年06月05日","晴/晴","34℃/24℃","南风3-4级/南风4-5级","ZD325"
"2015年06月06日","晴/晴","36℃/23℃","南风4-5级/南风4-5级","ZD325"
"2015年06月07日","多云/雷阵雨","34℃/18℃","南风3-4级/南风3-4级","ZD325"
"2015年06月08日","多云/晴","31℃/19℃","北风3-4级/北风3-4级","ZD325"
"2015年06月09日","晴/晴","36℃/23℃","南风3-4级/南风4-5级","ZD325"
"2015年06月10日","多云/雷阵雨","34℃/20℃","南风3-4级/南风3-4级","ZD325"
"2015年06月11日","晴/晴","31℃/19℃","南风3-4级/南风3-4级","ZD325"
"2015年06月12日","晴/晴","33℃/17℃","南风3-4级/南风≤3级","ZD325"
"2015年06月13日","多云/晴","31℃/16℃","北风3-4级/北风≤3级","ZD325"
"2015年06月14日","晴/晴","31℃/17℃","北风≤3级/南风≤3级","ZD325"
"2015年06月15日","晴/多云","32℃/19℃","南风≤3级/南风≤3级","ZD325"
"2015年06月16日","晴/晴","34℃/21℃","南风≤3级/南风≤3级","ZD325"
"2015年06月17日","多云/多云","34℃/21℃","南风≤3级/南风≤3级","ZD325"
"2015年06月18日","多云/晴","31℃/18℃","北风≤3级/北风3-4级","ZD325"
"2015年06月19日","雷阵雨/阴","30℃/16℃","北风3-4级/北风≤3级","ZD325"
"2015年06月20日","晴/晴","29℃/16℃","北风≤3级/北风≤3级","ZD325"
"2015年06月21日","多云/多云","31℃/19℃","南风≤3级/南风3-4级","ZD325"
"2015年06月22日","多云/多云","32℃/21℃","南风≤3级/南风≤3级","ZD325"
"2015年06月23日","多云/多云","33℃/21℃","南风≤3级/南风≤3级","ZD325"
"2015年06月24日","小雨/小雨","27℃/19℃","南风≤3级/北风≤3级","ZD325"
"2015年06月25日","小雨/阴","25℃/18℃","北风≤3级/北风≤3级","ZD325"
"2015年06月26日","晴/晴","30℃/19℃","南风≤3级/南风≤3级","ZD325"
"2015年06月27日","多云/多云","31℃/22℃","南风≤3级/南风≤3级","ZD325"
"2015年06月28日","多云/多云","31℃/23℃","南风≤3级/南风≤3级","ZD325"
