TrainNum,RecordDate,OriginStation,TerminalStation,MaxCount,LoadFactors
T01,2015-11-25,ZD212,ZD190-01,1090,63.8
G26,2015-11-25,ZD072,ZD190-01,1005,61.0
G28,2015-11-25,ZD316,ZD190-01,556,64.3
K03,2015-11-25,ZD174,ZD190-01,1080,52.9
K07,2015-11-25,ZD029,ZD190-01,1214,67.5
G29,2015-11-25,ZD321,ZD190-01,480,78.0
K06,2015-11-25,ZD299,ZD190-01,1246,66.8
Z02,2015-11-25,ZD267,ZD190-01,1194,42.1
K11,2015-11-26,ZD074,ZD190-02,1110,85.9
G01,2015-11-26,ZD075,ZD190-02,1112,48.4
G02,2015-11-26,ZD075,ZD190-02,556,65.9
K17,2015-11-26,ZD004,ZD190-02,1170,44.1
K18,2015-11-26,ZD246,ZD190-02,1016,81.0
K02,2015-11-26,ZD291,ZD190-02,995,78.1
G03,2015-11-26,ZD313,ZD190-02,1102,45.8
Z03,2015-11-26,ZD012,ZD190-02,1243,85.5
G04,2015-11-26,ZD242,ZD190-01,1005,60.6
G05,2015-11-26,ZD242,ZD190-01,556,55.2
G06,2015-11-26,ZD013,ZD190-01,1015,75.9
G07,2015-11-26,ZD013,ZD190-01,1015,87.5
G08,2015-11-26,ZD013,ZD190-01,1015,83.4
G09,2015-11-26,ZD013,ZD190-01,1015,84.6
G10,2015-11-26,ZD013,ZD190-01,1112,80.6
G11,2015-11-26,ZD013,ZD190-01,1112,43.0
G12,2015-11-26,ZD013,ZD190-01,1112,72.9
G13,2015-11-26,ZD013,ZD190-01,1005,82.6
G14,2015-11-26,ZD013,ZD190-01,1112,68.1
G15,2015-11-26,ZD013,ZD190-01,1112,39.7
G16,2015-11-26,ZD013,ZD190-01,1112,54.2
G17,2015-11-26,ZD013,ZD190-01,1112,53.3
K15,2015-11-26,ZD230,ZD190-01,1209,70.5
K12,2015-11-26,ZD007,ZD190-01,1148,58.5
K04,2015-11-26,ZD273,ZD190-02,1194,46.4
G25,2015-11-26,ZD261,ZD190-01,1061,52.9
K16,2015-11-26,ZD266,ZD190-01,1076,63.3
D02,2015-11-26,ZD111-01,ZD190-01,1112,33.3
D03,2015-11-26,ZD190-01,ZD111-01,613,50.3
D04,2015-11-26,ZD111-03,ZD190-01,586,88.0
D05,2015-11-26,ZD190-01,ZD111-01,586,22.3
D06,2015-11-26,ZD111-01,ZD190-01,586,85.0
D07,2015-11-26,ZD190-01,ZD111-01,613,34.9
D08,2015-11-26,ZD111-01,ZD190-02,586,87.5
D09,2015-11-26,ZD190-01,ZD111-01,586,49.2
D10,2015-11-26,ZD111-01,ZD190-01,586,86.0
D11,2015-11-26,ZD190-01,ZD111-01,586,44.5
D12,2015-11-26,ZD111-01,ZD190-01,586,33.8
D13,2015-11-26,ZD190-01,ZD111-01,586,106.7
D14,2015-11-26,ZD111-01,ZD190-01,613,21.5
D15,2015-11-26,ZD190-02,ZD111-03,586,52.2
D16,2015-11-26,ZD111-01,ZD190-01,613,17.8
D17,2015-11-26,ZD190-01,ZD111-03,1112,34.5
D18,2015-11-26,ZD111-01,ZD190-01,613,26.5
D19,2015-11-26,ZD190-01,ZD111-03,586,28.1
D20,2015-11-26,ZD111-01,ZD190-02,586,40.9
T02,2015-11-26,ZD181,ZD190-02,378,25.3
T03,2015-11-26,ZD190-01,ZD181,378,6.3
T04,2015-11-26,ZD181,ZD190-01,378,21.8
T05,2015-11-26,ZD190-02,ZD181,378,23.2
G18,2015-11-26,ZD209,ZD190-01,1005,63.6
G19,2015-11-26,ZD209,ZD190-01,1005,76.5
G20,2015-11-26,ZD209,ZD190-01,556,92.7
G21,2015-11-26,ZD209,ZD190-01,1112,43.8
G23,2015-11-26,ZD082,ZD190-01,610,57.4
G24,2015-11-26,ZD080,ZD190-01,1005,61.0
G27,2015-11-26,ZD080,ZD190-01,556,81.0
K10,2015-11-26,ZD056,ZD190-01,892,41.3
K08,2015-11-26,ZD170,ZD190-01,1016,32.4
G22,2015-11-26,ZD203,ZD190-01,480,74.8
Z01,2015-11-26,ZD071,ZD190-01,930,79.9
T01,2015-11-26,ZD212,ZD190-01,1090,26.0
G26,2015-11-26,ZD072,ZD190-01,1005,62.1
G28,2015-11-26,ZD316,ZD190-01,556,64.6
K03,2015-11-26,ZD174,ZD190-01,1080,50.3
K07,2015-11-26,ZD029,ZD190-01,1214,66.3
G29,2015-11-26,ZD321,ZD190-01,480,77.5
K01,2015-11-26,ZD142,ZD190-01,1225,64.6
K06,2015-11-26,ZD299,ZD190-01,1246,63.7
Z02,2015-11-26,ZD267,ZD190-01,1194,71.7
K11,2015-11-27,ZD074,ZD190-02,1110,91.3
G01,2015-11-27,ZD075,ZD190-02,1112,54.2
G02,2015-11-27,ZD075,ZD190-02,556,77.5
K17,2015-11-27,ZD004,ZD190-02,1170,55.3
K18,2015-11-27,ZD246,ZD190-02,1016,83.3
K02,2015-11-27,ZD291,ZD190-02,995,82.3
G03,2015-11-27,ZD313,ZD190-02,1102,57.0
Z03,2015-11-27,ZD012,ZD190-02,1243,101.0
G04,2015-11-27,ZD242,ZD190-01,1005,62.9
G05,2015-11-27,ZD242,ZD190-01,556,65.4
G06,2015-11-27,ZD013,ZD190-01,1015,75.8
G07,2015-11-27,ZD013,ZD190-01,1015,84.4
G08,2015-11-27,ZD013,ZD190-01,1015,91.2
G09,2015-11-27,ZD013,ZD190-01,1015,85.2
G10,2015-11-27,ZD013,ZD190-01,1112,80.3
G11,2015-11-27,ZD013,ZD190-01,1112,60.1
G12,2015-11-27,ZD013,ZD190-01,1112,85.8
G13,2015-11-27,ZD013,ZD190-01,1005,90.0
G14,2015-11-27,ZD013,ZD190-01,1112,79.7
G15,2015-11-27,ZD013,ZD190-01,1112,79.6
G16,2015-11-27,ZD013,ZD190-01,1112,81.1
G17,2015-11-27,ZD013,ZD190-01,1112,73.5
K15,2015-11-27,ZD230,ZD190-01,1209,76.0
K12,2015-11-27,ZD007,ZD190-01,1148,66.2
K04,2015-11-27,ZD273,ZD190-02,1194,52.7
G25,2015-11-27,ZD261,ZD190-01,1061,57.4
K16,2015-11-27,ZD266,ZD190-01,1076,65.5
D02,2015-11-27,ZD111-01,ZD190-01,1112,37.8
D03,2015-11-27,ZD190-01,ZD111-01,613,46.0
D04,2015-11-27,ZD111-03,ZD190-01,586,90.8
D05,2015-11-27,ZD190-01,ZD111-01,586,28.5
D06,2015-11-27,ZD111-01,ZD190-01,586,95.5
D07,2015-11-27,ZD190-01,ZD111-01,613,31.9
D08,2015-11-27,ZD111-01,ZD190-02,586,100.4
D09,2015-11-27,ZD190-01,ZD111-01,586,64.6
D10,2015-11-27,ZD111-01,ZD190-01,586,95.9
D11,2015-11-27,ZD190-01,ZD111-01,586,69.9
D12,2015-11-27,ZD111-01,ZD190-01,586,74.7
D13,2015-11-27,ZD190-01,ZD111-01,586,108.6
D14,2015-11-27,ZD111-01,ZD190-01,613,76.9
D15,2015-11-27,ZD190-02,ZD111-03,586,100.7
D16,2015-11-27,ZD111-01,ZD190-01,613,51.4
D17,2015-11-27,ZD190-01,ZD111-03,1112,87.6
D18,2015-11-27,ZD111-01,ZD190-01,613,71.4
D19,2015-11-27,ZD190-01,ZD111-03,586,60.8
D20,2015-11-27,ZD111-01,ZD190-02,586,45.1
T02,2015-11-27,ZD181,ZD190-02,378,14.1
T03,2015-11-27,ZD190-01,ZD181,378,17.3
T04,2015-11-27,ZD181,ZD190-01,378,11.2
T05,2015-11-27,ZD190-02,ZD181,378,20.3
G18,2015-11-27,ZD209,ZD190-01,1005,62.8
G19,2015-11-27,ZD209,ZD190-01,1005,84.2
G20,2015-11-27,ZD209,ZD190-01,556,91.4
G21,2015-11-27,ZD209,ZD190-01,1112,74.3
G23,2015-11-27,ZD082,ZD190-01,610,56.7
G24,2015-11-27,ZD080,ZD190-01,1005,61.5
G27,2015-11-27,ZD080,ZD190-01,556,79.7
K10,2015-11-27,ZD056,ZD190-01,892,40.9
K08,2015-11-27,ZD170,ZD190-01,1016,48.5
G22,2015-11-27,ZD203,ZD190-01,480,74.8
Z01,2015-11-27,ZD071,ZD190-01,930,83.7
T01,2015-11-27,ZD212,ZD190-01,1090,37.4
G26,2015-11-27,ZD072,ZD190-01,1005,61.1
G28,2015-11-27,ZD316,ZD190-01,556,69.3
K03,2015-11-27,ZD174,ZD190-01,1080,53.2
K07,2015-11-27,ZD029,ZD190-01,1214,63.5
G29,2015-11-27,ZD321,ZD190-01,480,80.4
K01,2015-11-27,ZD142,ZD190-01,1225,58.1
K06,2015-11-27,ZD299,ZD190-01,1246,66.4
Z02,2015-11-27,ZD267,ZD190-01,1194,70.1
K11,2015-11-28,ZD074,ZD190-02,1110,86.7
G01,2015-11-28,ZD075,ZD190-02,1112,43.0
G02,2015-11-28,ZD075,ZD190-02,556,60.0
K17,2015-11-28,ZD004,ZD190-02,1170,45.6
K18,2015-11-28,ZD246,ZD190-02,1016,82.5
K02,2015-11-28,ZD291,ZD190-02,995,80.7
G03,2015-11-28,ZD313,ZD190-02,1102,41.1
Z03,2015-11-28,ZD012,ZD190-02,1243,67.4
G04,2015-11-28,ZD242,ZD190-01,1005,58.5
G05,2015-11-28,ZD242,ZD190-01,556,46.0
G06,2015-11-28,ZD013,ZD190-01,1015,86.8
G07,2015-11-28,ZD013,ZD190-01,1015,83.5
G08,2015-11-28,ZD013,ZD190-01,1015,87.4
G09,2015-11-28,ZD013,ZD190-01,1015,80.8
G10,2015-11-28,ZD013,ZD190-01,1112,61.5
G11,2015-11-28,ZD013,ZD190-01,1112,24.4
G12,2015-11-28,ZD013,ZD190-01,1112,59.4
G13,2015-11-28,ZD013,ZD190-01,1005,64.9
G14,2015-11-28,ZD013,ZD190-01,1112,44.1
G15,2015-11-28,ZD013,ZD190-01,1112,30.2
G16,2015-11-28,ZD013,ZD190-01,1112,31.9
G17,2015-11-28,ZD013,ZD190-01,1112,42.0
K15,2015-11-28,ZD230,ZD190-01,1209,66.9
K12,2015-11-28,ZD007,ZD190-01,1148,65.1
K04,2015-11-28,ZD273,ZD190-02,1194,48.3
G25,2015-11-28,ZD261,ZD190-01,1061,53.6
K16,2015-11-28,ZD266,ZD190-01,1076,47.5
D02,2015-11-28,ZD111-01,ZD190-01,1112,57.1
D03,2015-11-28,ZD190-01,ZD111-01,613,57.5
D04,2015-11-28,ZD111-03,ZD190-01,586,100.8
D05,2015-11-28,ZD190-01,ZD111-01,586,47.9
D06,2015-11-28,ZD111-01,ZD190-01,586,97.9
D07,2015-11-28,ZD190-01,ZD111-01,613,52.9
D08,2015-11-28,ZD111-01,ZD190-02,586,71.0
D09,2015-11-28,ZD190-01,ZD111-01,586,50.4
D10,2015-11-28,ZD111-01,ZD190-01,586,60.0
D11,2015-11-28,ZD190-01,ZD111-01,586,47.8
D12,2015-11-28,ZD111-01,ZD190-01,586,33.3
D13,2015-11-28,ZD190-01,ZD111-01,586,94.9
D14,2015-11-28,ZD111-01,ZD190-01,613,29.3
D15,2015-11-28,ZD190-02,ZD111-03,586,40.0
D16,2015-11-28,ZD111-01,ZD190-01,613,16.7
D17,2015-11-28,ZD190-01,ZD111-03,1112,36.0
D18,2015-11-28,ZD111-01,ZD190-01,613,31.1
D19,2015-11-28,ZD190-01,ZD111-03,586,25.9
D20,2015-11-28,ZD111-01,ZD190-02,586,58.8
T02,2015-11-28,ZD181,ZD190-02,378,14.6
T03,2015-11-28,ZD190-01,ZD181,378,26.8
T04,2015-11-28,ZD181,ZD190-01,378,7.9
T05,2015-11-28,ZD190-02,ZD181,378,9.7
G18,2015-11-28,ZD209,ZD190-01,1005,62.0
G19,2015-11-28,ZD209,ZD190-01,1005,67.8
G20,2015-11-28,ZD209,ZD190-01,556,91.8
G21,2015-11-28,ZD209,ZD190-01,1112,36.7
G23,2015-11-28,ZD082,ZD190-01,610,54.8
G24,2015-11-28,ZD080,ZD190-01,1005,63.3
G27,2015-11-28,ZD080,ZD190-01,556,78.5
K10,2015-11-28,ZD056,ZD190-01,892,41.0
K08,2015-11-28,ZD170,ZD190-01,1016,36.0
G22,2015-11-28,ZD203,ZD190-01,480,75.6
Z01,2015-11-28,ZD071,ZD190-01,930,71.4
T01,2015-11-28,ZD212,ZD190-01,1090,61.4
G26,2015-11-28,ZD072,ZD190-01,1005,61.7
G28,2015-11-28,ZD316,ZD190-01,556,70.6
K03,2015-11-28,ZD174,ZD190-01,1080,50.7
K07,2015-11-28,ZD029,ZD190-01,1214,64.4
G29,2015-11-28,ZD321,ZD190-01,480,75.4
K01,2015-11-28,ZD142,ZD190-01,1225,60.6
K06,2015-11-28,ZD299,ZD190-01,1246,68.4
Z02,2015-11-28,ZD267,ZD190-01,1194,62.9
K11,2015-11-29,ZD074,ZD190-02,1110,84.1
G01,2015-11-29,ZD075,ZD190-02,1112,50.5
G02,2015-11-29,ZD075,ZD190-02,556,71.0
K17,2015-11-29,ZD004,ZD190-02,1170,56.8
K18,2015-11-29,ZD246,ZD190-02,1016,74.0
K02,2015-11-29,ZD291,ZD190-02,995,81.9
G03,2015-11-29,ZD313,ZD190-02,1102,51.2
Z03,2015-11-29,ZD012,ZD190-02,1243,78.4
G04,2015-11-29,ZD242,ZD190-01,1005,54.1
G05,2015-11-29,ZD242,ZD190-01,556,61.3
G06,2015-11-29,ZD013,ZD190-01,1015,44.0
G07,2015-11-29,ZD013,ZD190-01,1015,78.9
G08,2015-11-29,ZD013,ZD190-01,1015,85.3
G09,2015-11-29,ZD013,ZD190-01,1015,75.3
G10,2015-11-29,ZD013,ZD190-01,1112,70.8
G11,2015-11-29,ZD013,ZD190-01,1112,42.5
G12,2015-11-29,ZD013,ZD190-01,1112,75.9
G13,2015-11-29,ZD013,ZD190-01,1005,81.6
G14,2015-11-29,ZD013,ZD190-01,1112,74.9
G15,2015-11-29,ZD013,ZD190-01,1112,55.7
G16,2015-11-29,ZD013,ZD190-01,1112,65.2
G17,2015-11-29,ZD013,ZD190-01,1112,68.8
K15,2015-11-29,ZD230,ZD190-01,1209,73.8
K12,2015-11-29,ZD007,ZD190-01,1148,57.3
K04,2015-11-29,ZD273,ZD190-02,1194,56.0
G25,2015-11-29,ZD261,ZD190-01,1061,39.0
K16,2015-11-29,ZD266,ZD190-01,1076,59.5
D02,2015-11-29,ZD111-01,ZD190-01,1112,32.5
D03,2015-11-29,ZD190-01,ZD111-01,613,48.6
D04,2015-11-29,ZD111-03,ZD190-01,586,71.4
D05,2015-11-29,ZD190-01,ZD111-01,586,27.3
D06,2015-11-29,ZD111-01,ZD190-01,586,69.1
D07,2015-11-29,ZD190-01,ZD111-01,613,32.5
D08,2015-11-29,ZD111-01,ZD190-02,586,97.7
D09,2015-11-29,ZD190-01,ZD111-01,586,46.1
D10,2015-11-29,ZD111-01,ZD190-01,586,101.9
D11,2015-11-29,ZD190-01,ZD111-01,586,55.5
D12,2015-11-29,ZD111-01,ZD190-01,586,56.5
D13,2015-11-29,ZD190-01,ZD111-01,586,94.9
D14,2015-11-29,ZD111-01,ZD190-01,613,77.2
D15,2015-11-29,ZD190-02,ZD111-03,586,92.5
D16,2015-11-29,ZD111-01,ZD190-01,613,29.3
D17,2015-11-29,ZD190-01,ZD111-03,1112,86.0
D18,2015-11-29,ZD111-01,ZD190-01,613,61.9
D19,2015-11-29,ZD190-01,ZD111-03,586,63.3
D20,2015-11-29,ZD111-01,ZD190-02,586,31.7
T02,2015-11-29,ZD181,ZD190-02,378,22.5
T03,2015-11-29,ZD190-01,ZD181,378,10.9
T04,2015-11-29,ZD181,ZD190-01,378,29.4
T05,2015-11-29,ZD190-02,ZD181,378,9.7
G18,2015-11-29,ZD209,ZD190-01,1005,40.8
G19,2015-11-29,ZD209,ZD190-01,1005,79.9
G20,2015-11-29,ZD209,ZD190-01,556,93.3
G21,2015-11-29,ZD209,ZD190-01,1112,65.5
G23,2015-11-29,ZD082,ZD190-01,610,49.1
G24,2015-11-29,ZD080,ZD190-01,1005,50.7
G27,2015-11-29,ZD080,ZD190-01,556,81.1
K10,2015-11-29,ZD056,ZD190-01,892,41.1
K08,2015-11-29,ZD170,ZD190-01,1016,38.9
G22,2015-11-29,ZD203,ZD190-01,480,74.5
Z01,2015-11-29,ZD071,ZD190-01,930,73.6
T01,2015-11-29,ZD212,ZD190-01,1090,36.3
G26,2015-11-29,ZD072,ZD190-01,1005,55.6
G28,2015-11-29,ZD316,ZD190-01,556,62.4
K03,2015-11-29,ZD174,ZD190-01,1080,44.7
K07,2015-11-29,ZD029,ZD190-01,1214,62.3
G29,2015-11-29,ZD321,ZD190-01,480,77.8
K01,2015-11-29,ZD142,ZD190-01,1225,48.5
K06,2015-11-29,ZD299,ZD190-01,1246,55.8
Z02,2015-11-29,ZD267,ZD190-01,1194,62.2
K11,2015-11-30,ZD074,ZD190-02,1110,87.6
G01,2015-11-30,ZD075,ZD190-02,1112,46.2
G02,2015-11-30,ZD075,ZD190-02,556,64.0
K17,2015-11-30,ZD004,ZD190-02,1170,48.6
K18,2015-11-30,ZD246,ZD190-02,1016,79.6
K02,2015-11-30,ZD291,ZD190-02,995,83.8
G03,2015-11-30,ZD313,ZD190-02,1102,37.5
Z03,2015-11-30,ZD012,ZD190-02,1243,79.1
G04,2015-11-30,ZD242,ZD190-01,1005,52.3
G05,2015-11-30,ZD242,ZD190-01,556,46.8
G06,2015-11-30,ZD013,ZD190-01,1015,74.0
G07,2015-11-30,ZD013,ZD190-01,1015,82.2
G08,2015-11-30,ZD013,ZD190-01,1015,84.3
G09,2015-11-30,ZD013,ZD190-01,1015,84.9
G10,2015-11-30,ZD013,ZD190-01,1112,67.2
G11,2015-11-30,ZD013,ZD190-01,1112,25.2
G12,2015-11-30,ZD013,ZD190-01,1112,57.3
G13,2015-11-30,ZD013,ZD190-01,1005,76.0
G14,2015-11-30,ZD013,ZD190-01,1112,56.3
G15,2015-11-30,ZD013,ZD190-01,1112,36.1
G16,2015-11-30,ZD013,ZD190-01,1005,48.7
G17,2015-11-30,ZD013,ZD190-01,1112,52.7
K15,2015-11-30,ZD230,ZD190-01,1209,69.7
K12,2015-11-30,ZD007,ZD190-01,1148,59.2
K04,2015-11-30,ZD273,ZD190-02,1194,46.3
G25,2015-11-30,ZD261,ZD190-01,1061,38.7
K16,2015-11-30,ZD266,ZD190-01,1076,46.5
D02,2015-11-30,ZD111-01,ZD190-01,1112,46.4
D03,2015-11-30,ZD190-01,ZD111-01,613,64.2
D04,2015-11-30,ZD111-03,ZD190-01,586,96.9
D05,2015-11-30,ZD190-01,ZD111-01,586,37.5
D06,2015-11-30,ZD111-01,ZD190-01,586,91.4
D07,2015-11-30,ZD190-01,ZD111-01,613,35.3
D08,2015-11-30,ZD111-01,ZD190-02,586,70.2
D09,2015-11-30,ZD190-01,ZD111-01,586,46.3
D10,2015-11-30,ZD111-01,ZD190-01,586,67.6
D11,2015-11-30,ZD190-01,ZD111-01,586,43.4
D12,2015-11-30,ZD111-01,ZD190-01,586,25.1
D13,2015-11-30,ZD190-01,ZD111-01,586,83.1
D14,2015-11-30,ZD111-01,ZD190-01,613,23.7
D15,2015-11-30,ZD190-02,ZD111-03,586,43.7
D16,2015-11-30,ZD111-01,ZD190-01,613,13.7
D17,2015-11-30,ZD190-01,ZD111-03,1112,29.2
D18,2015-11-30,ZD111-01,ZD190-01,613,25.3
D19,2015-11-30,ZD190-01,ZD111-03,586,25.5
D20,2015-11-30,ZD111-01,ZD190-02,586,64.1
T02,2015-11-30,ZD181,ZD190-02,378,12.7
T03,2015-11-30,ZD190-01,ZD181,378,8.0
T04,2015-11-30,ZD181,ZD190-01,378,7.9
T05,2015-11-30,ZD190-02,ZD181,378,5.2
G18,2015-11-30,ZD209,ZD190-01,1005,57.7
G19,2015-11-30,ZD209,ZD190-01,1005,73.9
G20,2015-11-30,ZD209,ZD190-01,556,90.6
G21,2015-11-30,ZD209,ZD190-01,1112,37.3
G23,2015-11-30,ZD082,ZD190-01,610,63.6
G24,2015-11-30,ZD080,ZD190-01,1005,61.1
G27,2015-11-30,ZD080,ZD190-01,556,77.1
K10,2015-11-30,ZD056,ZD190-01,892,37.8
K08,2015-11-30,ZD170,ZD190-01,1016,40.1
G22,2015-11-30,ZD203,ZD190-01,480,77.4
Z01,2015-11-30,ZD071,ZD190-01,930,70.4
T01,2015-11-30,ZD212,ZD190-01,1090,50.6
G26,2015-11-30,ZD072,ZD190-01,1005,49.2
G28,2015-11-30,ZD316,ZD190-01,556,72.6
K03,2015-11-30,ZD174,ZD190-01,1080,46.2
K07,2015-11-30,ZD029,ZD190-01,1214,72.7
G29,2015-11-30,ZD321,ZD190-01,480,78.9
K01,2015-11-30,ZD142,ZD190-01,1225,52.7
K06,2015-11-30,ZD299,ZD190-01,1246,50.9
Z02,2015-11-30,ZD267,ZD190-01,1194,66.5
K11,2015-12-01,ZD074,ZD190-02,1110,85.7
G01,2015-12-01,ZD075,ZD190-02,1112,47.7
G02,2015-12-01,ZD075,ZD190-02,556,68.7
K17,2015-12-01,ZD004,ZD190-02,1170,49.7
K18,2015-12-01,ZD246,ZD190-02,1016,79.5
K02,2015-12-01,ZD291,ZD190-02,995,82.0
G03,2015-12-01,ZD313,ZD190-02,1102,40.9
Z03,2015-12-01,ZD012,ZD190-02,1243,71.4
G04,2015-12-01,ZD242,ZD190-01,1005,55.3
G05,2015-12-01,ZD242,ZD190-01,556,54.6
G06,2015-12-01,ZD013,ZD190-01,1015,78.4
G07,2015-12-01,ZD013,ZD190-01,1015,81.9
G08,2015-12-01,ZD013,ZD190-01,1015,84.8
G09,2015-12-01,ZD013,ZD190-01,1015,82.5
G10,2015-12-01,ZD013,ZD190-01,1112,80.7
G11,2015-12-01,ZD013,ZD190-01,1112,28.3
G12,2015-12-01,ZD013,ZD190-01,1112,63.6
G13,2015-12-01,ZD013,ZD190-01,1005,74.1
G14,2015-12-01,ZD013,ZD190-01,1112,55.4
G15,2015-12-01,ZD013,ZD190-01,1112,42.7
G16,2015-12-01,ZD013,ZD190-01,1112,45.2
G17,2015-12-01,ZD013,ZD190-01,1112,53.9
K15,2015-12-01,ZD230,ZD190-01,1149,71.8
K12,2015-12-01,ZD007,ZD190-01,1148,58.4
K04,2015-12-01,ZD273,ZD190-02,1194,49.8
G25,2015-12-01,ZD261,ZD190-01,1061,48.6
K16,2015-12-01,ZD266,ZD190-01,1076,56.7
D02,2015-12-01,ZD111-01,ZD190-01,1112,51.5
D03,2015-12-01,ZD190-01,ZD111-01,613,57.9
D04,2015-12-01,ZD111-03,ZD190-01,586,41.7
D05,2015-12-01,ZD190-01,ZD111-01,586,32.3
D06,2015-12-01,ZD111-01,ZD190-01,586,81.9
D08,2015-12-01,ZD111-01,ZD190-02,613,31.1
D09,2015-12-01,ZD190-01,ZD111-01,613,33.5
D10,2015-12-01,ZD111-01,ZD190-01,586,59.3
D11,2015-12-01,ZD190-01,ZD111-01,586,23.8
D13,2015-12-01,ZD190-01,ZD111-01,586,81.0
D14,2015-12-01,ZD111-01,ZD190-01,613,16.5
D15,2015-12-01,ZD190-02,ZD111-03,613,32.7
D16,2015-12-01,ZD111-01,ZD190-01,613,12.5
D17,2015-12-01,ZD190-01,ZD111-03,1112,30.3
D18,2015-12-01,ZD111-01,ZD190-01,613,23.8
D19,2015-12-01,ZD190-01,ZD111-03,613,21.4
D20,2015-12-01,ZD111-01,ZD190-02,586,28.2
T02,2015-12-01,ZD181,ZD190-02,378,4.7
T03,2015-12-01,ZD190-01,ZD181,378,7.9
T04,2015-12-01,ZD181,ZD190-01,378,4.9
T05,2015-12-01,ZD190-02,ZD181,378,5.3
G18,2015-12-01,ZD209,ZD190-01,1005,64.1
G19,2015-12-01,ZD209,ZD190-01,1005,67.0
G20,2015-12-01,ZD209,ZD190-01,1005,84.0
G21,2015-12-01,ZD209,ZD190-01,1112,31.6
G23,2015-12-01,ZD082,ZD190-01,610,53.9
G24,2015-12-01,ZD080,ZD190-01,1005,58.7
G27,2015-12-01,ZD080,ZD190-01,556,75.5
K10,2015-12-01,ZD056,ZD190-01,892,47.1
K08,2015-12-01,ZD170,ZD190-01,1016,48.9
G22,2015-12-01,ZD203,ZD190-01,480,70.6
Z01,2015-12-01,ZD071,ZD190-01,930,73.2
T01,2015-12-01,ZD212,ZD190-01,1090,66.7
G26,2015-12-01,ZD072,ZD190-01,1005,48.5
G28,2015-12-01,ZD316,ZD190-01,556,59.5
K03,2015-12-01,ZD174,ZD190-01,1080,51.6
K07,2015-12-01,ZD029,ZD190-01,1214,73.8
G29,2015-12-01,ZD321,ZD190-01,480,76.1
K01,2015-12-01,ZD142,ZD190-01,1225,81.4
K06,2015-12-01,ZD299,ZD190-01,1246,67.0
Z02,2015-12-01,ZD267,ZD190-01,1194,85.1
K11,2015-12-02,ZD074,ZD190-02,1110,88.4
G01,2015-12-02,ZD075,ZD190-02,1112,48.5
G02,2015-12-02,ZD075,ZD190-02,556,67.1
K17,2015-12-02,ZD004,ZD190-02,1170,60.1
K18,2015-12-02,ZD246,ZD190-02,1016,75.5
K02,2015-12-02,ZD291,ZD190-02,995,80.9
G03,2015-12-02,ZD313,ZD190-02,1102,41.5
Z03,2015-12-02,ZD012,ZD190-02,1243,64.4
G04,2015-12-02,ZD242,ZD190-01,1005,50.7
G05,2015-12-02,ZD242,ZD190-01,556,60.8
G06,2015-12-02,ZD013,ZD190-01,1015,76.8
G07,2015-12-02,ZD013,ZD190-01,1015,82.5
G08,2015-12-02,ZD013,ZD190-01,1015,85.0
G09,2015-12-02,ZD013,ZD190-01,1015,83.0
G10,2015-12-02,ZD013,ZD190-01,1112,68.0
G11,2015-12-02,ZD013,ZD190-01,1112,26.6
G12,2015-12-02,ZD013,ZD190-01,1112,64.8
G13,2015-12-02,ZD013,ZD190-01,1005,78.5
G14,2015-12-02,ZD013,ZD190-01,1112,52.3
G15,2015-12-02,ZD013,ZD190-01,1112,33.5
G16,2015-12-02,ZD013,ZD190-01,1112,41.5
G17,2015-12-02,ZD013,ZD190-01,1112,51.3
K15,2015-12-02,ZD230,ZD190-01,1149,65.9
K12,2015-12-02,ZD007,ZD190-01,1148,54.6
K04,2015-12-02,ZD273,ZD190-02,1194,45.7
G25,2015-12-02,ZD261,ZD190-01,1061,47.8
K16,2015-12-02,ZD266,ZD190-01,1076,54.9
D02,2015-12-02,ZD111-01,ZD190-01,1112,38.5
D03,2015-12-02,ZD190-01,ZD111-01,613,50.6
D04,2015-12-02,ZD111-03,ZD190-01,613,58.5
D05,2015-12-02,ZD190-01,ZD111-01,586,23.1
D06,2015-12-02,ZD111-01,ZD190-01,586,73.2
D08,2015-12-02,ZD111-01,ZD190-02,613,46.5
D09,2015-12-02,ZD190-01,ZD111-01,613,31.6
D10,2015-12-02,ZD111-01,ZD190-01,586,54.8
D13,2015-12-02,ZD190-01,ZD111-01,586,78.7
D15,2015-12-02,ZD190-02,ZD111-03,613,34.4
D16,2015-12-02,ZD111-01,ZD190-01,613,9.8
D17,2015-12-02,ZD190-01,ZD111-03,1112,33.6
D18,2015-12-02,ZD111-01,ZD190-01,613,24.1
D19,2015-12-02,ZD190-01,ZD111-03,613,22.9
D20,2015-12-02,ZD111-01,ZD190-01,613,39.3
T02,2015-12-02,ZD181,ZD190-02,378,4.1
T03,2015-12-02,ZD190-01,ZD181,378,6.2
T04,2015-12-02,ZD181,ZD190-01,378,4.3
T05,2015-12-02,ZD190-02,ZD181,378,3.7
G18,2015-12-02,ZD209,ZD190-01,1005,62.9
G19,2015-12-02,ZD209,ZD190-01,1005,70.0
G20,2015-12-02,ZD209,ZD190-01,1005,81.1
G21,2015-12-02,ZD209,ZD190-01,1112,43.2
G23,2015-12-02,ZD082,ZD190-01,610,53.7
G24,2015-12-02,ZD080,ZD190-01,1005,51.0
G27,2015-12-02,ZD080,ZD190-01,556,69.2
